new_confirmed,date_id,region_id
1009,20200623,103
875,20200624,103
1129,20200625,103
520,20200626,103
719,20200627,103
728,20200628,103
1981,20200629,103
850,20200630,103
191,20200701,103
1489,20200702,103
961,20200703,103
673,20200704,103
643,20200705,103
1223,20200706,103
666,20200707,103
847,20200708,103
1064,20200709,103
965,20200710,103
614,20200711,103
689,20200712,103
1810,20200713,103
965,20200714,103
1024,20200715,103
1320,20200716,103
1246,20200717,103
1023,20200718,103
997,20200719,103
2377,20200720,103
1705,20200721,103
1595,20200722,103
1333,20200723,103
1614,20200724,103
1036,20200725,103
1026,20200726,103
2093,20200727,103
1201,20200728,103
1320,20200729,103
1127,20200730,103
1523,20200731,103
844,20200801,103
795,20200802,103
