popularity,date_id,region_id,region_name
49,20160711,103,United States and Canada
48,20160718,103,United States and Canada
48,20160725,103,United States and Canada
50,20160801,103,United States and Canada
44,20160808,103,United States and Canada
46,20160815,103,United States and Canada
48,20160822,103,United States and Canada
50,20160829,103,United States and Canada
52,20160905,103,United States and Canada
46,20160912,103,United States and Canada
46,20160919,103,United States and Canada
52,20160926,103,United States and Canada
51,20161003,103,United States and Canada
46,20161010,103,United States and Canada
48,20161017,103,United States and Canada
46,20161024,103,United States and Canada
46,20161031,103,United States and Canada
43,20161107,103,United States and Canada
45,20161114,103,United States and Canada
55,20161121,103,United States and Canada
48,20161128,103,United States and Canada
45,20161205,103,United States and Canada
50,20161212,103,United States and Canada
54,20161219,103,United States and Canada
64,20161226,103,United States and Canada
61,20170102,103,United States and Canada
56,20170109,103,United States and Canada
56,20170116,103,United States and Canada
52,20170123,103,United States and Canada
48,20170130,103,United States and Canada
48,20170206,103,United States and Canada
47,20170213,103,United States and Canada
46,20170220,103,United States and Canada
46,20170227,103,United States and Canada
44,20170306,103,United States and Canada
49,20170313,103,United States and Canada
51,20170320,103,United States and Canada
52,20170327,103,United States and Canada
52,20170403,103,United States and Canada
50,20170410,103,United States and Canada
48,20170417,103,United States and Canada
46,20170424,103,United States and Canada
47,20170501,103,United States and Canada
46,20170508,103,United States and Canada
45,20170515,103,United States and Canada
48,20170522,103,United States and Canada
53,20170529,103,United States and Canada
46,20170605,103,United States and Canada
48,20170612,103,United States and Canada
51,20170619,103,United States and Canada
52,20170626,103,United States and Canada
55,20170703,103,United States and Canada
48,20170710,103,United States and Canada
52,20170717,103,United States and Canada
51,20170724,103,United States and Canada
51,20170731,103,United States and Canada
50,20170807,103,United States and Canada
47,20170814,103,United States and Canada
48,20170821,103,United States and Canada
49,20170828,103,United States and Canada
49,20170904,103,United States and Canada
46,20170911,103,United States and Canada
48,20170918,103,United States and Canada
47,20170925,103,United States and Canada
48,20171002,103,United States and Canada
49,20171009,103,United States and Canada
49,20171016,103,United States and Canada
52,20171023,103,United States and Canada
52,20171030,103,United States and Canada
49,20171106,103,United States and Canada
49,20171113,103,United States and Canada
59,20171120,103,United States and Canada
49,20171127,103,United States and Canada
55,20171204,103,United States and Canada
52,20171211,103,United States and Canada
58,20171218,103,United States and Canada
72,20171225,103,United States and Canada
71,20180101,103,United States and Canada
57,20180108,103,United States and Canada
59,20180115,103,United States and Canada
55,20180122,103,United States and Canada
55,20180129,103,United States and Canada
51,20180205,103,United States and Canada
51,20180212,103,United States and Canada
52,20180219,103,United States and Canada
52,20180226,103,United States and Canada
54,20180305,103,United States and Canada
52,20180312,103,United States and Canada
50,20180319,103,United States and Canada
54,20180326,103,United States and Canada
53,20180402,103,United States and Canada
50,20180409,103,United States and Canada
50,20180416,103,United States and Canada
47,20180423,103,United States and Canada
47,20180430,103,United States and Canada
48,20180507,103,United States and Canada
52,20180514,103,United States and Canada
55,20180521,103,United States and Canada
57,20180528,103,United States and Canada
50,20180604,103,United States and Canada
55,20180611,103,United States and Canada
54,20180618,103,United States and Canada
51,20180625,103,United States and Canada
55,20180702,103,United States and Canada
50,20180709,103,United States and Canada
51,20180716,103,United States and Canada
52,20180723,103,United States and Canada
55,20180730,103,United States and Canada
52,20180806,103,United States and Canada
53,20180813,103,United States and Canada
51,20180820,103,United States and Canada
52,20180827,103,United States and Canada
51,20180903,103,United States and Canada
49,20180910,103,United States and Canada
48,20180917,103,United States and Canada
49,20180924,103,United States and Canada
48,20181001,103,United States and Canada
50,20181008,103,United States and Canada
52,20181015,103,United States and Canada
54,20181022,103,United States and Canada
54,20181029,103,United States and Canada
47,20181105,103,United States and Canada
47,20181112,103,United States and Canada
55,20181119,103,United States and Canada
49,20181126,103,United States and Canada
53,20181203,103,United States and Canada
52,20181210,103,United States and Canada
60,20181217,103,United States and Canada
100,20181224,103,United States and Canada
87,20181231,103,United States and Canada
69,20190107,103,United States and Canada
75,20190114,103,United States and Canada
69,20190121,103,United States and Canada
65,20190128,103,United States and Canada
56,20190204,103,United States and Canada
56,20190211,103,United States and Canada
56,20190218,103,United States and Canada
51,20190225,103,United States and Canada
52,20190304,103,United States and Canada
51,20190311,103,United States and Canada
52,20190318,103,United States and Canada
50,20190325,103,United States and Canada
54,20190401,103,United States and Canada
50,20190408,103,United States and Canada
51,20190415,103,United States and Canada
50,20190422,103,United States and Canada
51,20190429,103,United States and Canada
50,20190506,103,United States and Canada
51,20190513,103,United States and Canada
54,20190520,103,United States and Canada
60,20190527,103,United States and Canada
56,20190603,103,United States and Canada
54,20190610,103,United States and Canada
57,20190617,103,United States and Canada
55,20190624,103,United States and Canada
57,20190701,103,United States and Canada
55,20190708,103,United States and Canada
56,20190715,103,United States and Canada
55,20190722,103,United States and Canada
55,20190729,103,United States and Canada
51,20190805,103,United States and Canada
50,20190812,103,United States and Canada
52,20190819,103,United States and Canada
53,20190826,103,United States and Canada
53,20190902,103,United States and Canada
47,20190909,103,United States and Canada
51,20190916,103,United States and Canada
50,20190923,103,United States and Canada
49,20190930,103,United States and Canada
53,20191007,103,United States and Canada
49,20191014,103,United States and Canada
52,20191021,103,United States and Canada
53,20191028,103,United States and Canada
52,20191104,103,United States and Canada
52,20191111,103,United States and Canada
49,20191118,103,United States and Canada
56,20191125,103,United States and Canada
48,20191202,103,United States and Canada
48,20191209,103,United States and Canada
55,20191216,103,United States and Canada
71,20191223,103,United States and Canada
85,20191230,103,United States and Canada
66,20200106,103,United States and Canada
61,20200113,103,United States and Canada
64,20200120,103,United States and Canada
54,20200127,103,United States and Canada
54,20200203,103,United States and Canada
54,20200210,103,United States and Canada
53,20200217,103,United States and Canada
54,20200224,103,United States and Canada
52,20200302,103,United States and Canada
55,20200309,103,United States and Canada
85,20200316,103,United States and Canada
96,20200323,103,United States and Canada
91,20200330,103,United States and Canada
83,20200406,103,United States and Canada
81,20200413,103,United States and Canada
89,20200420,103,United States and Canada
78,20200427,103,United States and Canada
76,20200504,103,United States and Canada
72,20200511,103,United States and Canada
67,20200518,103,United States and Canada
69,20200525,103,United States and Canada
58,20200601,103,United States and Canada
65,20200608,103,United States and Canada
60,20200615,103,United States and Canada
63,20200622,103,United States and Canada
68,20200629,103,United States and Canada
65,20200706,103,United States and Canada
64,20200713,103,United States and Canada
62,20200720,103,United States and Canada
60,20200727,103,United States and Canada
62,20200803,103,United States and Canada
59,20200810,103,United States and Canada
63,20200817,103,United States and Canada
57,20200824,103,United States and Canada
60,20200831,103,United States and Canada
74,20200907,103,United States and Canada
76,20200914,103,United States and Canada
64,20200921,103,United States and Canada
59,20200928,103,United States and Canada
58,20201005,103,United States and Canada
55,20201012,103,United States and Canada
57,20201019,103,United States and Canada
62,20201026,103,United States and Canada
44,20201102,103,United States and Canada
53,20201109,103,United States and Canada
54,20201116,103,United States and Canada
64,20201123,103,United States and Canada
59,20201130,103,United States and Canada
60,20201207,103,United States and Canada
60,20201214,103,United States and Canada
69,20201221,103,United States and Canada
78,20201228,103,United States and Canada
61,20210104,103,United States and Canada
59,20210111,103,United States and Canada
67,20210118,103,United States and Canada
61,20210125,103,United States and Canada
61,20210201,103,United States and Canada
55,20210208,103,United States and Canada
61,20210215,103,United States and Canada
56,20210222,103,United States and Canada
53,20210301,103,United States and Canada
48,20210308,103,United States and Canada
47,20210315,103,United States and Canada
46,20210322,103,United States and Canada
47,20210329,103,United States and Canada
46,20210405,103,United States and Canada
45,20210412,103,United States and Canada
57,20210419,103,United States and Canada
